File path, Num rect
9496.jpg,1
9498.jpg,1
9499.jpg,1
9584.jpg,1
9672.jpg,1
9673.jpg,1
9701.jpg,1
9794.jpg,2
9834.jpg,1
9836.jpg,1
9837.jpg,1
9864.jpg,1
9865.jpg,1
9866.jpg,1
Elapsed (ms): 44738
